ID,Name,Dates
"5411","Landesjugendspiele - Sächsische Bouldermeisterschaft Teil 1","6 Juli 2013"
"5419","1. Wettkampf zum Sächsischen Jugendcup 2013 in Leipzig","1 Juni 2013"
"5437","Sächsischen Bouldermeisterschaft Teil 2 Jugend A-F in Leipzig ","23 November 2013"
"5513","Offene Sächsische/Berliner Meisterschaft Lead in Berlin","27 September 2014"
"5450","Deutsche Meisterschaft Bouldern - Friedrichshafen 2014","11  - 12 Juli 2014"
"5365","Deutscher Leadcup - Kempten 2013","22 Juni 2013"
"5361","Deutscher Bouldercup - München 2013","2  - 3 Februar 2013"
"5290","Deutscher Speedcup - Friedrichshafen 2012","14 Juli 2012"
"5316","Deutscher Speedcup - Balingen 2012","5 Mai 2012"
"6309","Bächli Swiss Climbing Cup BSCC 2017 (Lead) - SAC Lead-Schweizermeisterschaft Griffig Uster ","28 Oktober 2017"
"6301","Bächli Swiss Climbing Cup BSCC 2017 (Lead) - O'Bloc Ostermundigen","17 Juni 2017"
"5750","European Youth Cup (B) - L'Argentière (FRA) 2016 ","26  - 27 Juli 2016"
"1600","European Youth Cup (L) - Imst (AUT) 2015","30  - 31 Mai 2015"
"1599","European Youth Cup (L) - Dornbirn (AUT) 2015 ","9  - 10 Mai 2015"
"5764","2. Bayerischer Jugendcup Bouldern - Regensburg 2016","23 April 2016"
"5283","Deutscher Bouldercup - Überlingen 2012","4 August 2012"
"5228","Deutscher Bouldercup - Überlingen 2011","9 Juli 2011"
"5797","3. Bayerischer Jugendcup Lead- Berchtesgaden","11 Juni 2016"
"5220","Bächli Swiss Climbing Cup BSCC (S) - Züspa","1 Oktober 2011"
"5557","2. Mammut Blacklight Boulder Challenge - St. Gallen (Rheintal Cup U18)","14 Februar 2015"
"5352","Bächli Swiss Climbing Cup BSCC +SM (S) - Züspa Zürich","28 September 2013"
"5351","Bächli Swiss Climbing Cup BSCC + SM (L) - Niederwangen","22 Juni 2013"
"5349","Bächli Swiss Climbing Cup BSCC / Bodensee Climbing Trophy (L) - Dornbirn (AUT)","23 März 2013"
"5602","Bächli Swiss Climbing Cup BSCC 2015 (B) - SAC Boulder-Schweizermeisterschaft Zürich","9 Mai 2015"
"5559","Bächli Swiss Climbing Cup BSCC 2015 (B) - Pratteln","18 April 2015"
"5562","Bächli Swiss Climbing Cup BSCC 2015 (L) - Saxon","19 September 2015"
"5561","Bächli Swiss Climbing Cup BSCC 2015 (L) - SAC Lead-Schweizermeisterschaft Niederwangen","20 Juni 2015"
"5834","Offene Sächsische Landesmeisterschaft Bouldern in Dresden, Senioren, Jugend A/B/C","22 Oktober 2016"
"5645","Sächsischer Kinder- und Jugendcup Lead 2015 Teil 2","7 November 2015"
"5634","Offene Sächsische/Berliner Meisterschaft Bouldern in Berlin","13 Juni 2015"
"5577","Deutsche Meisterschaft Speed - Zürich ZÜSPA","3 Oktober 2015"
"5643","Westdeutsche Meisterschaft Lead 2015","27 September 2015"
"5552","RockTown ""Originals"" 2014","6 Dezember 2014"
"5510","Westdeutsche Meisterschaft Lead 2014","22 November 2014"
"8346","BaWü Meisterschaft Bouldern - München FREE i.R.d.Süddeutschen Meisterschaft Bouldern","23 Februar 2019"
"7362","Deutsche Meisterschaft Lead 2018 - Darmstadt","10 November 2018"
"7809","BaWü Meisterschaft Lead - Heilbronn 2018","15 September 2018"
"7547","BaWü Meisterschaft Bouldern - Tübingen","3 März 2018"
"6765","BaWü Meisterschaft Lead - Neu-Ulm","24 September 2017"
"7538","BaWü Meisterschaft Bouldern 2017 - München","25 Februar 2017"
"6737","BaWü Meisterschaft Lead - Heilbronn","15 September 2017"
"5861","BaWü Meisterschaft Lead - Reutlingen","17 Juli 2016"
"5855","Offener BaWü Jugendcup/ Meisterschaft Bouldern - Heilbronn 2016","30 April 2016"
"5638","BaWü Jugendcup Lead - Offenburg","25 Juli 2015"
"5586","BaWü Jugendcup Bouldern Tübingen","7 Februar 2015"
"5636","BaWü Jugendcup Lead - Freiburg","20 Juni 2015"
"5537","BaWü Jugendcup Lead Offenburg","26 Juli 2014"
"5536","BaWü Jugendcup Lead Reutlingen","19 Juli 2014"
"5424","BaWü Jugendcup Lead Offenburg","20 Juli 2013"
"5363","Deutscher Bouldercup - Friedrichshafen 2013","12  - 13 Juli 2013"
"5362","Deutscher Bouldercup - Auerbach 2013","15 Juni 2013"
"5236","Deutscher Speedcup - Friedrichshafen 2011","16 Juli 2011"
"5229","Deutscher Speedcup - Überlingen 2011","8 Juli 2011"
"5253","Deutscher Speedcup - München 2011","3 Juli 2011"
"5501","Norddeutsche Meisterschaft (Bouldern) - Braunschweig 2014","22 Februar 2014"
"5254","Deutsche Jugendmeisterschaft Speed - Friedrichshafen 2011","16 Juli 2011"
"5794","4. Bayerischer Jugendcup Speed - Berchtesgaden","12 Juni 2016"
"5717","DAV Jugendcup (S) 2016 - Berchtesgaden","12 Juni 2016"
"5575","Deutscher Leadcup (DLC) 2015 - Frankenthal, Pfalz Rock","11 Oktober 2015"
"5659","Offene Norddeutsche Meisterschaft - Lead 2015 in Lübeck","31 Oktober 2015"
"5624","Norddeutsche Meisterschaft Bouldern - Hamburg 2015","25 April 2015"
"5389","Norddeutsche Meisterschaft (Lead) - Hamburg 2013","14 April 2013"
"8241","Zürcher Klettermeisterschaft 2019 (Lead) - 6a plus Winterthur","14 September 2019"
"7986","European Youth Cup (B) - Soure (POR) 2019","27  - 28 April 2019"
"7236","European Youth Cup (B) - Delft (NED) 2018 ","2  - 3 Juni 2018"
"7227","European Youth Cup (B) - Soure (POR) 2018 ","5  - 6 Mai 2018"
"7224","European Youth Cup (L,S) - Voiron (FRA) 2018 ","7  - 8 April 2018"
"10791","BaWü Meisterschaft Bouldern - Waiblingen i.R.d.Süddeutschen Meisterschaft Bouldern","12 September 2020"
"10721","Süddeutsche Meisterschaft Bouldern Active Garden Waiblingen","12 September 2020"
"8452","Deutsche Meisterschaft Lead 2019 - Hilden","9 November 2019"
"8289","BaWü Meisterschaft Lead/Speed im Rahmen der Süddeutschen Meisterschaft Augsburg 2019","6 Juli 2019"
"8214","Süddeutsche Meisterschaft Lead LLZ Augsburg ","6 Juli 2019"
"8223","Süddeutsche Meisterschaft Speed LLZ Augsburg ","6 Juli 2019"
"7532","BaWü Jugendcup Lead - Heilbronn","16 September 2018"
"7541","BaWü Jugendcup Speed - Heilbronn","16 September 2018"
"7273","Deutsche Meisterschaft Olympic Combined 2018 - Augsburg","14  - 15 Juli 2018"
"7270","Deutsche Meisterschaft Bouldern 2018 - Friedrichshafen","16  - 17 Juni 2018"
"7529","BaWü Jugendcup Lead - Offenburg","9 Juni 2018"
"7526","BaWü Jugendcup Bouldern - Stuttgart","5 Mai 2018"
"7512","BaWü Jugendcup Bouldern - Tübingen","4 März 2018"
"6497","BaWü Jugendcup Lead - Heilbronn","14 Oktober 2017"
